,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,cat
338,7233273,566,NIG18276,18276,19 September 2020,2020,1,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Madamuwa Communal Militia (Nigeria),Farmers (Nigeria),4,44,Western Africa,Nigeria,Jigawa,Guri,,Guri,12.7267,10.4205,2,Daily Trust (Nigeria); Premium Times (Nigeria),National,"On 19 September 2020, Fulani herdsmen clashed with local militiamen at Madamuwa (Guri LGA, Jigawa), killing one and injuring twenty. Event connected to farmer-herder conflict. Two suspects arrested.",1,1601324147,NGA,perpetrator
339,7227693,566,NIG18249,18249,17 September 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Katsina,Malumfashi,,Malumfashi,11.7853,7.6218,2,Daily Trust (Nigeria); Guardian (Nigeria); Daily Post (Nigeria); AFP; Defense Post,Other-National,"On 17 September 2020, suspected Fulani herdsmen attacked residents of Yanteba village (Malumfashi LGA, Katsina), killing five farmers. Attack was a reprisal attack.",5,1600717736,NGA,perpetrator
340,7233271,566,NIG18273,18273,17 September 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kogi,Dekina,,Egume,7.4732,7.249,1,Daily Post (Nigeria); Daily Independent (Nigeria),National,"On 17 September 2020, suspected Fulani herdsmen attacked customers at Royal Garden Relaxation Spot in Egume (Dekina LGA, Kogi), killing one and abducting three. The three kidnapped victims were later released after a collective ransom was paid.",1,1601324147,NGA,perpetrator
341,8682451,566,NIG18195,18195,13 September 2020,2020,1,Violence against civilians,Sexual violence,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Women (Nigeria); Farmers (Nigeria),7,47,Western Africa,Nigeria,Ogun,Ewekoro,,Afowowa,6.9495,3.2482,1,Daily Independent (Nigeria),National,"On 13 September 2020, suspected Fulani herdsmen raped a 16-year old girl in Afowowa (Ewekoro LGA, Ogun) after robbing her family. Policemen arrested two suspects in connection to the event. No reported fatalities. [women targeted: girls]",0,1638981220,NGA,perpetrator
342,7202165,566,NIG18181,18181,11 September 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Zonkwa,9.7833,8.2833,2,Sun (Nigeria); Daily Post (Nigeria); Nigeria Punch; News Chronicle; New Telegraph; Nigeria Herald,National,"On 11 September 2020, Fulani herdsmen invaded and looted Manyi-Mashin village in Atyap Chiefdom (Zango-Kataf LGA, Kaduna), killing two residents. Material damage also reported.",2,1618498370,NGA,perpetrator
343,7202156,566,NIG18166,18166,09 September 2020,2020,1,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Yamadaga Communal Militia (Nigeria),Farmers (Nigeria),4,44,Western Africa,Nigeria,Nassarawa,Keana,,Kadarko,8.2333,8.5667,2,Daily Independent (Nigeria); Sahara Reporters; Sun (Nigeria); Nigeria Punch,National-Regional,"On 9 September 2020, Fulani herdsmen clashed with farmers at Yamadaga village located near Kadarko (Keana LGA, Nassarawa). Event related to the farmer-herder conflict. Two reported fatalities.",2,1618498425,NGA,perpetrator
344,7233591,566,NIG18269,18269,09 September 2020,2020,1,Violence against civilians,Attack,Atyap Communal Militia (Nigeria),Farmers (Nigeria),4,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Kurmin Masara,9.8433,8.4407,1,Inside Arewa (Nigeria),Subnational,"On 9 September 2020, an Atyap communal militia attacked and killed a Fulani resident near Bakin Kogi bridge in Kurmin Masara (Zangon Kataf LGA, Kaduna). Event related to the farmer-herder conflict.",1,1601324148,NGA,victim
345,7202147,566,NIG18147,18147,08 September 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Kauru,,Kauru,10.576,8.1509,2,Nigeria Herald; News Chronicle; Daily Post (Nigeria); Sun (Nigeria); New Telegraph; Nigeria Punch,National,"On 8 September 2020, Fulani herdsmen attacked residents of Kitsarapang village in Kaura (Kaura LGA, Kaduna). One reported fatality and two injuries.",1,1600112997,NGA,perpetrator
346,7202151,566,NIG18156,18156,08 September 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Zonkwa,9.7833,8.2833,2,New Telegraph; Nigeria Herald; Daily Post (Nigeria); Nigeria Punch; Sun (Nigeria); News Chronicle,National,"On 8 September 2020, Fulani herdsmen ambushed and assaulted three farmers in Zamandabo Ward in Atyap Chiefdom (Zango-Kataf LGA, Kaduna). One reported fatality and two injuries.",1,1618498453,NGA,perpetrator
347,7202320,566,NIG18148,18148,08 September 2020,2020,2,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Kurmin Masara Communal Militia (Nigeria),Farmers (Nigeria),4,44,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Kurmin Masara,9.8433,8.4407,1,Daily Independent (Nigeria),National,"Around 8 September 2020, Fulani herdsmen and local militia men clashed in Kurmin Masara (Zangon Kataf LGA, Kaduna). Reason for clash related to farmer-pastoralist conflicts. Two reported fatalities.",2,1600112997,NGA,perpetrator
348,7202322,566,NIG18146,18146,08 September 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Gora,9.7873,8.4557,1,Daily Independent (Nigeria),National,"On 8 September 2020, Fulani herdsmen attacked residents at Gora Zagwaza Village (Zangon-Kataf LGA, Kaduna), killing one, injuring another, and kidnapping three.",1,1600112997,NGA,perpetrator
349,7233590,566,NIG18268,18268,08 September 2020,2020,1,Violence against civilians,Attack,Atyap Communal Militia (Nigeria),Farmers (Nigeria),4,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Gora,9.7873,8.4557,2,Inside Arewa (Nigeria),Subnational,"On 8 September 2020, an Atyap communal militia attacked Fulani residents near Gora (Zangon Kataf LGA, Kaduna), killing three and injuring two. Event related to the farmer-herder conflict.",3,1601324148,NGA,victim
350,7202133,566,NIG18128,18128,06 September 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Kajuru,,Kajuru,10.3192,7.6892,2,Nigeria Herald; Nigeria Punch; Guardian (Nigeria); Sahara Reporters,National-Regional,"On 6 September 2020, suspected Fulani herdsmen attacked residents of Adara community in Kajuru (Kajuru LGA, Kaduna), killing three residents and taking at least seven hostage.",3,1600112997,NGA,perpetrator
351,7201946,566,NIG18053,18053,28 August 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Police Forces of Nigeria (2015-),7,47,Western Africa,Nigeria,Kaduna,Chikun,,Rido,10.4567,7.5119,1,Premium Times (Nigeria); Nigeria Punch; The Cable (Nigeria); This Day (Nigeria); Sahara Reporters; Inside Arewa (Nigeria); Daily Independent (Nigeria),Subnational-National,"On 28 August 2020, suspected Fulani herdsmen invaded Mararaba Rido (Chikun LGA, Kaduna), and kidnapped four people, including one police officer (assumed off-duty). Unknown reason for attack. Three of the victims were later found dead.",3,1600112989,NGA,perpetrator
352,7189183,566,NIG18017,18017,24 August 2020,2020,1,Violence against civilians,Abduction/forced disappearance,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Labour Group (Nigeria),7,47,Western Africa,Nigeria,Enugu,Isi Uzo,,Eha Amufu,6.6592,7.7596,1,Nigeria Punch,National,"On 24 August 2020, suspected Fulani herdsmen kidnapped a businessman in Eha-Amufu (Isi-Uzo LGA, Enugu).",0,1618498965,NGA,perpetrator
353,7189216,566,NIG18020,18020,24 August 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Plateau,Langtang North,,Langtang,9.1333,9.7833,2,Premium Times (Nigeria),National,"On 24 August 2020, Fulani herdsmen attacked Zemadede and Tanlang villages (Langtang North LGA, Plateau), killing ten residents.",10,1599525369,NGA,perpetrator
354,7187243,566,NIG17985,17985,20 August 2020,2020,1,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Kaduna Communal Militia (Nigeria),,4,44,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Zonkwa,9.7833,8.2833,2,Sahara Reporters; Nigeria Herald,National-Regional,"On 20 August 2020, Fulani Ethnic Militias clashed with a communal militia in Zango-Kataf LGA (Kaduna). No fatalities and/or injuries reported.",0,1618499068,NGA,perpetrator
355,7187233,566,NIG17962,17962,18 August 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Gora,9.7873,8.4557,2,Nigeria Herald; Daily Post (Nigeria); Sahara Reporters; Inside Arewa (Nigeria); Legit,Subnational-National,"On 18 August 2020, Fulani Ethnic Militias invaded Unguwan Gankon village in Gora ward (Zangon Kataf LGA, Kaduna), killing two and burning at least seven houses in reprisal attacks against the community.",2,1599525365,NGA,perpetrator
356,7187226,566,NIG17951,17951,17 August 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Kachia,,Kachia,9.8734,7.9541,2,Daily Post (Nigeria); Nigeria Herald; Legit; Sahara Reporters; Inside Arewa (Nigeria),Subnational-National,"On 17 August 2020, Fulani Ethnic Militias attacked and killed a farmer along the Kaduna - Kachia road (Kachia LGA, Kaduna).",1,1599525365,NGA,perpetrator
357,7187219,566,NIG17942,17942,16 August 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Kachia,,Kachia,9.8734,7.9541,2,Sahara Reporters; Daily Post (Nigeria); Nigeria Herald; Legit; Inside Arewa (Nigeria),Subnational-National,"On 16 August 2020, Fulani Ethnic Militias attacked and looted Bugai village (Kachia LGA, Kaduna), injuring six. Multiple sources report fatalities ranging from 4 to 5.",4,1599525365,NGA,perpetrator
358,7187221,566,NIG17944,17944,16 August 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Kajuru,,Maro,10.0817,7.7247,1,Daily Post (Nigeria); Nigeria Herald; Sahara Reporters; Legit; Inside Arewa (Nigeria),Subnational-National,"On 16 August 2020, Fulani Ethnic Militias ambushed a commercial vehicle in Maro (Kajuru, Kaduna), abducting at least one. Multiple sources report fatalities ranging from 1 to 4. Unknown reason for attack.",1,1599525365,NGA,perpetrator
359,7187196,566,NIG17909,17909,12 August 2020,2020,2,Violence against civilians,Attack,Niger Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Niger,Mariga,,Mariga,10.1337,6.0248,2,Daily Trust (Nigeria); Nigeria Punch; Daily Independent (Nigeria); This Day (Nigeria); Twitter; New Telegraph; Premium Times (Nigeria); AFP; Sahara Reporters; The Cable (Nigeria); Daily Post (Nigeria); Nigeria Herald; Sun (Nigeria),New media-National,"Around 12 August 2020, Niger Communal Militias attacked Ukuru village in Mariga LGA (Niger), killing residents and rustling cattle. Multiple sources report fatality numbers between 14 and 15.",14,1599525365,NGA,both
360,7189454,566,NIG17871,17871,07 August 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Chikun,,Chikun,10.2691,7.1085,2,Sahara Reporters,Regional,"On 7 August 2020, a Fulani militia attacked Juji community in Chikun LGA (Chikun, Kaduna). No reported injuries and/or fatalities.",0,1599525370,NGA,perpetrator
361,7187175,566,NIG17879,17879,06 August 2020,2020,2,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Zonkwa,9.7833,8.2833,2,Twitter; CKN Nigeria; Blueprint; Guardian (Nigeria); Sahara Reporters; Premium Times (Nigeria); Nigeria Punch; Concise News; Vanguard (Nigeria); HumAngle; Sun (Nigeria); The Cable (Nigeria),New media-National,"Around 6 August 2020, Fulani militia attacked five communities in Atyap Chiefdom (Zango-Kataf LGA, Kaduna), burning property and injuring several residents. Multiple sources report fatality numbers ranging from 21 to 33. Eight suspected militias were arrested and their weapons recovered by the Nigerian Military.",21,1618499485,NGA,perpetrator
362,7187156,566,NIG17850,17850,04 August 2020,2020,1,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),Farmers (Nigeria),4,Civilians (Nigeria),Pastoralists (Nigeria); Fulani Ethnic Group (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Zonkwa,9.7833,8.2833,2,Sahara Reporters; Daily Trust (Nigeria); Vanguard (Nigeria),National-Regional,"On 4 August 2020, three Fulani herders were attacked along the Goragam area in Zango Kataf (Zango-Kataf LGA, Kaduna) by farmers who had asked them not to graze in the community. Injuries reported.",0,1618499529,NGA,victim
363,7188262,566,NIG17842,17842,03 August 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Nassarawa,Kokona,,Ninkoro,8.9918,8.0247,1,Daily Leadership (Nigeria),National,"On 3 August 2020, suspected Fulani herders attacked and injured three farmers in Ninkoro village (Kokona LGA, Nasarawa).",0,1618499538,NGA,perpetrator
364,7189461,566,NIG17845,17845,03 August 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Nassarawa,Toto,,Umaish,8.0019,7.2008,1,Sahara Reporters,Regional,"On 3 August 2020, suspected Fulani herdsmen attacked Umaish (Toto LGA, Nasarawa), looting and killing six residents.",6,1618499554,NGA,perpetrator
365,7173707,566,NIG17816,17816,31 July 2020,2020,1,Violence against civilians,Abduction/forced disappearance,Unidentified Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Enugu,Isi Uzo,,Ikem,6.7799,7.7148,2,Sun (Nigeria),National,"On 31 July 2020, suspected herdsmen abducted two persons along Ugwogo-Isi-Uzo road. Reason for abduction unknown.",0,1618499610,NGA,perpetrator
366,7173644,566,NIG17813,17813,30 July 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Plateau,Barkin Ladi,,Barkin Ladi,9.5333,8.9,2,Nigeria Punch,National,"On 30 July 2020, suspected Fulani militia attacked a family in Gashish (Barkin Ladi LGA), killing one and injuring one.",1,1596481841,NGA,perpetrator
367,7173647,566,NIG17792,17792,27 July 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Plateau,Langtang North,,Langtang,9.1333,9.7833,2,Premium Times (Nigeria),National,"On 27 July 2020, Fulani militia attacked Zemadede and Tanlang villages in Langtang North LGA (Plateau), killing ten.",10,1596481841,NGA,perpetrator
368,7173683,566,NIG17794,17794,27 July 2020,2020,1,Violence against civilians,Attack,Niger Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Niger,Shiroro,,Shiroro,9.96,6.8346,2,Sahara Reporters,Regional,"On 27 July 2020, Niger Communal Militias attacked Godora and Agwaja villages in Shiroro LGA (Niger), looting and rustling cattle.",0,1596481842,NGA,both
369,7169079,566,NIG17765,17765,24 July 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Jema'a,,Jemaa,9.4667,8.3833,2,Nigeria Herald; Nigeria Punch; Blueprint; Desert Herald; The Cable (Nigeria); Sahara Reporters,National-Regional,"On 24 July 2020, suspected Fulani militias attacked Zikpak, Ungwan Masara in Fantsuam area of Jema'a LGA (Kaduna) and Maraban Kagoro in Kaura LGA. 9 residents were killed. Fatalities split between 2 events.",4,1595875995,NGA,perpetrator
370,7169080,566,NIG17766,17766,24 July 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Kaura,,Kagoro,9.6078,8.3904,1,Blueprint; Sahara Reporters; Nigeria Punch; Nigeria Herald; Desert Herald; The Cable (Nigeria),National-Regional,"On 24 July 2020, suspected Fulani militias attacked Zikpak, Ungwan Masara in Fantsuam area of Jema'a LGA and Maraban Kagoro in Kaura LGA (Kaduna). 9 residents were killed. Fatalities split between 2 events.",5,1595875995,NGA,perpetrator
371,7173431,566,NIG17778,17778,24 July 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Jema'a,,Kafanchan,9.5833,8.3,1,Blueprint,National,"On 24 July 2020, suspected Fulani militias attacked and killed at least twelve people in Kafanchan (Jema'a LGA).",12,1596481840,NGA,perpetrator
372,7169074,566,NIG17755,17755,23 July 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Kajuru,,Kajuru,10.3192,7.6892,2,Sahara Reporters; Nigerian Eye; Nigeria Punch,National-Regional,"On 23 July 2020, suspected Fulani militias attacked Magayaki in Kajuru LGA (Kaduna) and killed 7 residents.",7,1595875995,NGA,perpetrator
373,7169065,566,NIG17737,17737,21 July 2020,2020,1,Battles,Armed clash,Owelu Communal Militia (Nigeria),,4,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,44,Western Africa,Nigeria,Imo,Owerri North,,Owelu,5.519,7.0729,1,Sahara Reporters; Sun (Nigeria),National-Regional,"On 21 July 2020, suspected Fulani militias clashed with communal militias at Owelu (Owerri North LGA, Imo). The Fulani were forced to withdraw.",0,1595875995,NGA,victim
374,7169402,566,NIG17733,17733,21 July 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Kauru,,Kauru,10.576,8.1509,2,Premium Times (Nigeria),National,"On 21 July 2020, suspected Fulani militias attacked Fari in Kauru LGA (Kaduna) and killed 3 residents.",3,1595875997,NGA,perpetrator
375,7169051,566,NIG17719,17719,20 July 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Niger,Rafi,,Bako,10.2991,6.2379,2,Nigeria Punch; Sun (Nigeria); Desert Herald,National,"On 20 July 2020, suspected Fulani militias attacked Magani and Tungan-Bako in Rafi LGA (Niger), abducted residents, mostly farmers, looted the villages and rustled cattle.",0,1595875995,NGA,perpetrator
376,7169054,566,NIG17722,17722,20 July 2020,2020,1,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Katsina,Sabuwa,,Damari,11.3834,7.0931,1,Sahara Reporters; Daily Independent (Nigeria); Daily Trust (Nigeria),National-Regional,"On 20 July 2020, Katsina Communal Militias attacked Damari (Sabuwa LGA, Katsina) and stole cows.",0,1595875995,NGA,perpetrator
377,7169058,566,NIG17727,17727,20 July 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Niger,Rafi,,Kagara,10.1844,6.2534,2,Nigeria Punch; Desert Herald; Sun (Nigeria),National,"On 20 July 2020, suspected Fulani militias attacked Magani and Tungan-Bako in Rafi LGA (Niger), abducted residents, mostly farmers, looted the villages and rustled cattle.",0,1595875995,NGA,perpetrator
378,7186563,566,NIG17725,17725,20 July 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria); Fulani Ethnic Group (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Gora,9.7873,8.4557,1,Guardian (Nigeria); Twitter; Sun (Nigeria); Daily Post (Nigeria); Daily Independent (Nigeria); Vanguard (Nigeria); HumAngle; News Chronicle; Defense Post; Nigeria Punch; Sahara Reporters; AFP; Legit; Blueprint,Other-New media,"On 20 July 2020, Fulani herdsmen attacked Gora Gan (Zango-Kataf LGA, Kaduna) and killed 8 residents.",8,1599525350,NGA,perpetrator
379,7169046,566,NIG17713,17713,19 July 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Kaura,,Kukum,9.6081,8.3529,1,New Telegraph; News Chronicle; Defense Post; Daily Leadership (Nigeria); Inside Arewa (Nigeria); This Day (Nigeria); Sun (Nigeria); Sahara Reporters; Legit; Blueprint; Daily Post (Nigeria); Guardian (Nigeria); Daily Trust (Nigeria); Premium Times (Nigeria); Twitter; AFP; Daily Independent (Nigeria); Nigeria Punch; Vanguard (Nigeria),Other-New media,"On 19 July 2020, suspected Fulani militias attacked Kukum Daji (Kaura LGA, Kaduna) and killed between 18 and 21 residents. About 30 people were injured.",18,1595875995,NGA,perpetrator
380,7173329,566,NIG17774,17774,18 July 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Zonkwa,9.7833,8.2833,2,Nigeria Security Tracker; Premium Times (Nigeria),Other-National,"On 18 July 2020, suspected Fulani militia killed eleven people in Zangon Kataf LGA (Kaduna).",11,1618500000,NGA,perpetrator
381,7163542,566,NIG17683,17683,14 July 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Government of Nigeria (2015-),7,47,Western Africa,Nigeria,Nassarawa,Akwanga,,Gudi,8.8833,8.2667,1,Nigeria Punch; Guardian (Nigeria); New Telegraph; Daily Independent (Nigeria); Daily Post (Nigeria); Sun (Nigeria); Daily Leadership (Nigeria),National,"On 14 July 2020, suspected Fulani militias attacked family members of the former Minister of Information in Gudi (Akwanga LGA, Nasarawa). An NIS (Nigerian Immigration Service) officer was killed and 2 people kidnapped.",1,1618500125,NGA,perpetrator
382,7163533,566,NIG17671,17671,12 July 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Zangon Katab,9.8333,8.4,2,Blueprint; Nigeria Punch; Nigeria Herald; Guardian (Nigeria); Legit,National,"On 12 July 2020, suspected Fulani militias attacked Surubu and Ungwan Audu in Zangon Kataf LGA (Kaduna), killed 1 resident, injured others and burnt the villages.",1,1618500186,NGA,perpetrator
383,7163526,566,NIG17663,17663,11 July 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Kigudu,9.9,8.4167,1,Blueprint; Nigeria Punch; Legit; Nigeria Herald; Guardian (Nigeria),National,"On 11 July 2020, suspected Fulani militias attacked Kigudu (Zangon Kataf LGA, Kaduna) and killed 12 residents.",12,1595270742,NGA,perpetrator
384,7157277,566,NIG17655,17655,10 July 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Benue,Logo,,Ugba,7.5,9.3333,2,Daily Trust (Nigeria); Guardian (Nigeria); Daily Post (Nigeria); Daily Independent (Nigeria); Sun (Nigeria),National,"On 10 July 2020, suspected Fulani militias attacked Chambe in Logo LGA (Benue) and killed 2 residents.",2,1594671474,NGA,perpetrator
385,7157278,566,NIG17656,17656,10 July 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Zonkwa,9.7833,8.2833,2,New Telegraph; Daily Post (Nigeria),National,"On 10 July 2020, suspected Fulani militias attacked Chibwob in Zangon Kataf LGA (Kaduna), killed 7 residents and burnt 20 houses.",7,1618500242,NGA,perpetrator
386,7163525,566,NIG17660,17660,10 July 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Sabon Kaura,9.924,8.4187,1,Concise News; Vanguard (Nigeria),National,"On 10 July 2020, suspected Fulani militias attacked Sabon Kaura (Zangon Kataf LGA, Kaduna) and killed 15 people.",15,1595270742,NGA,perpetrator
387,7157256,566,NIG17617,17617,06 July 2020,2020,1,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Private Security Forces (Nigeria),,8,48,Western Africa,Nigeria,Benue,Logo,,Ayilamo,7.5134,9.3212,1,New Telegraph; Blueprint; Sun (Nigeria); Nigeria Punch,National,"On 6 July 2020, suspected Fulani militias clashed with and killed 2 private security guards watching livestock near Ayilamo (Logo LGA, Benue).",2,1594671474,NGA,perpetrator
388,7157254,566,NIG17612,17612,05 July 2020,2020,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Kajuru,,Kajuru,10.3192,7.6892,1,Daily Post (Nigeria); Sahara Reporters; Concise News,National-Regional,"On 5 July 2020, suspected Fulani militias killed a farmer at Mararaban Kajuru (Kajuru LGA, Kaduna).",1,1594671474,NGA,perpetrator
